index,problem_id,difficulty,ground_truth,cot_obj,cot_pass_1e4,cot_pass_1e2,cot_pass_5pct,cot_gap,l1_obj,l1_pass_1e4,l1_pass_1e2,l1_pass_5pct,l1_gap,l2_obj,l2_pass_1e4,l2_pass_1e2,l2_pass_5pct,l2_gap,final_obj,final_pass_1e4,final_pass_1e2,final_pass_5pct,final_gap,runtime_s,prompt_tokens,completion_tokens,total_tokens
145,145,,444921.89,442030.4999999998,False,True,True,0.006498646312952119,442030.4999999998,False,True,True,0.006498646312952119,442030.4999999998,False,True,True,0.006498646312952119,442030.4999999998,False,True,True,0.006498646312952119,206.276,7430,10026,17456
146,146,,448347.29,,False,False,False,,,False,False,False,,,False,False,False,,,False,False,False,,380.302,7445,26349,33794
147,147,,430416.21,230007.887841468,False,False,False,0.46561518247310435,230007.887841468,False,False,False,0.46561518247310435,230007.887841468,False,False,False,0.46561518247310435,230007.887841468,False,False,False,0.46561518247310435,186.872,6483,9872,16355
148,148,,441399.64,,False,False,False,,,False,False,False,,,False,False,False,,,False,False,False,,316.847,7557,19271,26828
149,149,,462895.92,,False,False,False,,,False,False,False,,,False,False,False,,,False,False,False,,343.480,7451,21682,29133
150,150,,524480.5,,False,False,False,,,False,False,False,,,False,False,False,,,False,False,False,,249.676,7282,14982,22264
151,151,,522186.0,,False,False,False,,,False,False,False,,,False,False,False,,,False,False,False,,244.152,7337,16450,23787
152,152,,508672.0,403760.99999999977,False,False,False,0.20624488865123347,403760.99999999977,False,False,False,0.20624488865123347,403760.99999999977,False,False,False,0.20624488865123347,403760.99999999977,False,False,False,0.20624488865123347,249.481,7356,14944,22300
153,153,,507135.5,362757.00000000035,False,False,False,0.28469413006977357,362757.00000000035,False,False,False,0.28469413006977357,362757.00000000035,False,False,False,0.28469413006977357,362757.00000000035,False,False,False,0.28469413006977357,210.996,7336,10676,18012
154,154,,529493.0,,False,False,False,,,False,False,False,,,False,False,False,,,False,False,False,,299.826,7337,18674,26011
155,155,,622677.8,1080847.1000000034,False,False,False,0.7358047773664057,1080847.1000000034,False,False,False,0.7358047773664057,1080847.1000000034,False,False,False,0.7358047773664057,1080847.1000000034,False,False,False,0.7358047773664057,187.967,7882,7702,15584
156,156,,641471.79,677803.6794693286,False,False,False,0.056638327726506205,677803.6794693286,False,False,False,0.056638327726506205,677803.6794693286,False,False,False,0.056638327726506205,677803.6794693286,False,False,False,0.056638327726506205,205.322,7818,10408,18226
157,157,,712822.05,764305.8417978359,False,False,False,0.07222530756145358,764305.8417978359,False,False,False,0.07222530756145358,764305.8417978359,False,False,False,0.07222530756145358,764305.8417978359,False,False,False,0.07222530756145358,190.959,7842,9255,17097
158,158,,638919.04,339567.30987557606,False,False,False,0.46852842282556484,339567.30987557606,False,False,False,0.46852842282556484,339567.30987557606,False,False,False,0.46852842282556484,339567.30987557606,False,False,False,0.46852842282556484,228.207,7832,11191,19023
159,159,,624743.26,684039.1098164913,False,False,False,0.09491234818042094,684039.1098164913,False,False,False,0.09491234818042094,684039.1098164913,False,False,False,0.09491234818042094,684039.1098164913,False,False,False,0.09491234818042094,233.323,7753,11840,19593
160,160,,378951.5,313481.50000000093,False,False,False,0.1727661719243731,313481.50000000093,False,False,False,0.1727661719243731,313481.50000000093,False,False,False,0.1727661719243731,313481.50000000093,False,False,False,0.1727661719243731,382.499,7359,25152,32511
161,161,,387984.5,,False,False,False,,,False,False,False,,,False,False,False,,,False,False,False,,379.963,7494,23330,30824
162,162,,383830.0,419611.99999999994,False,False,False,0.09322356251465477,419611.99999999994,False,False,False,0.09322356251465477,419611.99999999994,False,False,False,0.09322356251465477,419611.99999999994,False,False,False,0.09322356251465477,195.712,7448,9487,16935
163,163,,380527.0,,False,False,False,,,False,False,False,,,False,False,False,,,False,False,False,,365.319,7398,24175,31573
164,164,,377102.0,106717.6252191753,False,False,False,0.7170059421080363,106717.6252191753,False,False,False,0.7170059421080363,106717.6252191753,False,False,False,0.7170059421080363,106717.6252191753,False,False,False,0.7170059421080363,371.679,7452,24073,31525
165,165,,378951.5,313481.50000000116,False,False,False,0.17276617192437246,313481.50000000116,False,False,False,0.17276617192437246,313481.50000000116,False,False,False,0.17276617192437246,313481.50000000116,False,False,False,0.17276617192437246,204.035,7940,12463,20403
166,166,,364495.5,72777.5749626158,False,False,False,0.8003334061391271,72777.5749626158,False,False,False,0.8003334061391271,72777.5749626158,False,False,False,0.8003334061391271,72777.5749626158,False,False,False,0.8003334061391271,187.836,7995,6950,14945
167,167,,387474.0,,False,False,False,,,False,False,False,,,False,False,False,,,False,False,False,,220.161,7910,12383,20293
168,168,,382278.0,,False,False,False,,,False,False,False,,,False,False,False,,,False,False,False,,346.115,7834,21980,29814
169,169,,384023.0,,False,False,False,,,False,False,False,,,False,False,False,,,False,False,False,,365.704,7996,20818,28814
170,170,,378951.5,378951.50000000047,True,True,True,1.2288149995652195e-15,378951.50000000047,True,True,True,1.2288149995652195e-15,378951.50000000047,True,True,True,1.2288149995652195e-15,378951.50000000047,True,True,True,1.2288149995652195e-15,223.576,7155,13495,20650
171,171,,380643.0,418904.0,False,False,False,0.10051675717141784,418904.0,False,False,False,0.10051675717141784,418904.0,False,False,False,0.10051675717141784,418904.0,False,False,False,0.10051675717141784,248.148,7096,9371,16467
172,172,,372347.5,308159.0000000001,False,False,False,0.17238869604334628,308159.0000000001,False,False,False,0.17238869604334628,308159.0000000001,False,False,False,0.17238869604334628,308159.0000000001,False,False,False,0.17238869604334628,178.372,7204,6010,13214
173,173,,375970.5,,False,False,False,,,False,False,False,,,False,False,False,,,False,False,False,,274.948,7205,13127,20332
174,174,,384874.0,,False,False,False,,,False,False,False,,,False,False,False,,,False,False,False,,246.779,7203,11907,19110
175,175,,317794.15,,False,False,False,,,False,False,False,,,False,False,False,,,False,False,False,,249.333,7180,12446,19626
176,176,,312438.75,312438.75000000006,True,True,True,1.86301029924961e-16,312438.75000000006,True,True,True,1.86301029924961e-16,312438.75000000006,True,True,True,1.86301029924961e-16,312438.75000000006,True,True,True,1.86301029924961e-16,398.665,7237,22402,29639
177,177,,307341.3,,False,False,False,,,False,False,False,,,False,False,False,,,False,False,False,,285.676,7301,15139,22440
178,178,,311285.95,,False,False,False,,,False,False,False,,,False,False,False,,,False,False,False,,268.522,7212,16694,23906
179,179,,318471.7,318471.70000000054,True,True,True,1.6449466254653292e-15,318471.70000000054,True,True,True,1.6449466254653292e-15,318471.70000000054,True,True,True,1.6449466254653292e-15,318471.70000000054,True,True,True,1.6449466254653292e-15,320.722,7291,20437,27728
180,180,,378951.5,313481.4999999999,False,False,False,0.17276617192437585,313481.4999999999,False,False,False,0.17276617192437585,313481.4999999999,False,False,False,0.17276617192437585,313481.4999999999,False,False,False,0.17276617192437585,226.965,6122,11663,17785
181,181,,389360.5,273316.9999999997,False,False,False,0.2980361387454564,273316.9999999997,False,False,False,0.2980361387454564,273316.9999999997,False,False,False,0.2980361387454564,273316.9999999997,False,False,False,0.2980361387454564,290.899,7172,14836,22008
182,182,,367720.5,,False,False,False,,,False,False,False,,,False,False,False,,,False,False,False,,271.831,6134,15960,22094
183,183,,386863.5,374798.0,False,False,True,0.031188003003643404,374798.0,False,False,True,0.031188003003643404,374798.0,False,False,True,0.031188003003643404,374798.0,False,False,True,0.031188003003643404,398.835,7102,24744,31846
184,184,,372322.0,396737.00000000006,False,False,False,0.06557495930941512,396737.00000000006,False,False,False,0.06557495930941512,396737.00000000006,False,False,False,0.06557495930941512,396737.00000000006,False,False,False,0.06557495930941512,214.661,7042,9677,16719
185,185,,378951.5,269170.0000000001,False,False,False,0.28969802204239825,269170.0000000001,False,False,False,0.28969802204239825,269170.0000000001,False,False,False,0.28969802204239825,269170.0000000001,False,False,False,0.28969802204239825,195.580,7200,7640,14840
186,186,,388265.5,391404.5000319111,False,True,True,0.00808467410035434,391404.5000319111,False,True,True,0.00808467410035434,391404.5000319111,False,True,True,0.00808467410035434,391404.5000319111,False,True,True,0.00808467410035434,173.027,7336,6435,13771
187,187,,381968.5,363580.0000000005,False,False,True,0.048141404330460436,363580.0000000005,False,False,True,0.048141404330460436,363580.0000000005,False,False,True,0.048141404330460436,363580.0000000005,False,False,True,0.048141404330460436,297.057,7180,18263,25443
188,188,,382648.0,,False,False,False,,,False,False,False,,,False,False,False,,,False,False,False,,273.766,7283,17410,24693
189,189,,367880.5,250785.99999999997,False,False,False,0.31829493544778814,250785.99999999997,False,False,False,0.31829493544778814,250785.99999999997,False,False,False,0.31829493544778814,250785.99999999997,False,False,False,0.31829493544778814,228.940,7254,12504,19758
